Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status (Actual),Predicted Status,Risk (Probability)
Single,2nd Phase - General Contingent,2,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,139.0,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,132.7,1,0,0,1,Female,0,19,0,0,6,7,6,11.166666666666666,0,0,6,9,6,11.666666666666666,0,9.4,-0.8,-3.12,1,1,0.17024999999999998
Single,1st Phase - General Contingent,3,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,127.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",123.5,1,0,0,1,Female,1,19,0,0,5,5,5,11.6,0,0,5,11,3,12.666666666666666,0,9.4,-0.8,-3.12,1,0,0.605
Single,1st Phase - General Contingent,3,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,147.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",134.8,1,0,0,1,Female,0,18,0,0,7,7,6,14.016666666666666,0,0,7,7,6,14.016666666666666,0,7.6,2.6,0.32,1,1,0.08045454545454545
Single,2nd Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,132.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Administrative Staff,119.1,0,0,1,1,Male,0,18,0,0,6,6,3,12.666666666666666,0,0,6,11,4,11.142857142857142,0,10.8,1.4,1.74,0,0,0.52
Single,Change of Course,1,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,110.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,107.7,0,0,1,0,Female,0,28,0,0,6,0,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,0,0,0.995
Single,1st Phase - General Contingent,1,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,128.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",124.2,1,0,0,1,Female,0,18,0,0,6,8,5,13.0,0,0,6,7,6,13.142857142857142,0,15.5,2.8,-4.06,0,1,0.22511363636363638
Single,Over 23 Years Old,1,Equinculture,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,"Personal Services, Security and Safety Workers and Sellers",120.0,1,0,0,1,Male,0,29,0,0,5,11,1,18.0,2,0,5,10,3,13.333333333333334,2,10.8,1.4,1.74,0,0,0.755
Single,1st Phase - General Contingent,2,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,144.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,128.8,1,0,0,1,Male,0,19,0,0,7,7,6,13.2,0,0,7,7,6,13.2,0,7.6,2.6,0.32,1,1,0.07728206177217614
Single,1st Phase - General Contingent,1,Equinculture,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,123.2,1,0,0,1,Female,1,19,0,0,6,8,6,13.333333333333334,0,0,6,7,6,13.666666666666666,0,8.9,1.4,3.51,1,1,0.06698803310580705
Single,Holders of Other Higher Courses,1,Nursing,Daytime,Higher Education - Bachelor's Degree,140.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers,140.0,0,0,0,1,Female,0,29,0,0,8,14,4,11.325,1,0,8,14,4,11.325,1,12.7,3.7,-1.7,0,0,0.71
Single,2nd Phase - General Contingent,1,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,127.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Installation and Machine Operators and Assembly Workers,126.7,1,0,0,0,Male,0,22,0,0,1,1,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0,0,0.99
Married,Change of Course,1,Management (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,140.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,130.0,1,0,0,1,Male,0,30,0,6,10,14,9,12.333333333333334,0,7,10,12,8,12.0,0,9.4,-0.8,-3.12,1,1,0.05
Single,Over 23 Years Old,1,Agronomy,Daytime,Other - 11th Year of Schooling,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Armed Forces Professions,130.0,0,0,0,1,Male,0,28,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,0,0,0.66375
Single,Change of Institution/Course,1,Biofuel Production Technologies,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,117.7,0,0,0,1,Female,0,34,0,10,12,12,10,12.0,0,5,10,11,5,11.0,0,11.1,0.6,2.02,0,0,0.7116931818181818
Single,2nd Phase - General Contingent,1,Communication Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,139.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Administrative Staff,Unskilled Workers,131.3,1,0,0,1,Female,0,19,0,0,6,10,4,12.0,1,0,6,6,6,12.5,0,7.6,2.6,0.32,1,1,0.28515384615384615
Married,1st Phase - General Contingent,1,Management (Evening Attendance),Evening,Higher Education - Degree,160.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative Staff,Unskilled Workers,137.3,0,0,0,1,Female,0,23,0,0,5,5,5,10.8,0,0,5,9,4,11.5,0,9.4,-0.8,-3.12,1,1,0.385
Single,2nd Phase - General Contingent,5,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,126.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,116.9,1,0,1,1,Male,0,20,0,0,5,5,4,14.5,0,0,6,8,3,13.333333333333334,0,11.1,0.6,2.02,0,0,0.6283333333333334
Single,1st Phase - General Contingent,2,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,124.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",116.5,1,0,0,1,Female,1,20,0,0,7,9,7,14.093333333333332,0,0,8,8,8,15.0,0,11.1,0.6,2.02,1,1,0.235
Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,140.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Administrative Staff,140.0,1,0,0,0,Male,0,21,0,0,6,17,2,12.5,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,0,0,0.905
Single,1st Phase - General Contingent,3,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,143.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",133.8,1,0,0,1,Female,0,18,0,0,8,8,8,14.26875,0,0,8,8,8,14.26875,0,9.4,-0.8,-3.12,1,1,0.2257280701754386
Single,1st Phase - General Contingent,1,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,125.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,125.4,0,0,1,0,Female,0,19,0,0,7,11,4,12.0,0,0,7,9,6,11.833333333333334,0,16.2,0.3,-0.92,0,0,0.66
Married,Over 23 Years Old,1,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,145.4,0,0,1,1,Male,0,40,0,0,5,11,3,10.666666666666666,0,0,5,5,2,12.5,0,16.2,0.3,-0.92,0,0,0.825
Single,1st Phase - General Contingent,1,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,127.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,126.3,0,0,0,1,Male,0,19,0,0,6,8,6,12.833333333333334,0,0,6,8,6,13.333333333333334,0,15.5,2.8,-4.06,1,1,0.29131096973202236
Single,1st Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,132.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",123.4,0,0,0,1,Female,1,18,0,0,7,7,7,14.604285714285712,0,0,8,9,8,15.68333333333333,0,11.1,0.6,2.02,1,1,0.21
Single,2nd Phase - General Contingent,1,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,126.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,124.3,0,0,0,1,Female,1,19,0,0,6,8,6,11.166666666666666,0,0,6,7,4,13.4,0,16.2,0.3,-0.92,1,1,0.4224060427413412
Single,2nd Phase - General Contingent,4,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,129.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",120.0,1,0,0,1,Female,0,19,0,0,8,8,7,12.454285714285716,0,0,8,8,7,12.454285714285716,0,10.8,1.4,1.74,1,1,0.195
Single,1st Phase - General Contingent,1,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,123.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",121.6,1,0,0,1,Female,0,18,0,0,7,12,5,12.0,0,0,7,9,6,12.666666666666666,0,11.1,0.6,2.02,1,1,0.3705555555555556
Single,Ordinance No. 854-B/99,1,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,152.0,Cape Verdean,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,152.0,1,0,0,1,Female,0,22,1,0,6,8,6,11.666666666666666,0,0,6,6,6,13.0,0,12.7,3.7,-1.7,1,1,0.07
Single,1st Phase - Special Contingent (Madeira Island),2,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,122.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",127.3,1,0,0,1,Female,1,19,0,0,6,8,4,11.25,0,0,6,6,6,12.0,0,10.8,1.4,1.74,1,1,0.2864038461538462
Single,1st Phase - General Contingent,2,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,134.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,"Skilled Workers in Industry, Construction and Craftsmen",131.0,1,0,0,1,Male,0,18,0,0,7,9,7,14.594444444444443,0,0,8,10,8,13.472,0,15.5,2.8,-4.06,1,1,0.040999999999999995
Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,130.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,130.0,0,0,0,1,Male,0,25,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,0,0,0.854375
Single,1st Phase - General Contingent,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,135.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,133.3,0,0,0,1,Female,1,20,0,0,6,6,6,12.0,0,0,6,7,6,12.857142857142858,0,11.1,0.6,2.02,1,1,0.08001914965008149
Single,Change of Course,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,125.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",123.6,1,0,0,1,Female,1,18,0,0,7,8,5,12.86,0,0,7,8,5,12.86,0,7.6,2.6,0.32,1,0,0.746875
Single,Over 23 Years Old,1,Management (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,130.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,130.1,0,0,0,1,Female,0,25,0,0,5,8,3,11.0,0,0,5,8,3,11.25,0,10.8,1.4,1.74,1,0,0.885
Single,Over 23 Years Old,1,Veterinary Nursing,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",103.0,0,0,0,1,Male,0,25,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0,0,1.0
Single,Change of Course,1,Management (Evening Attendance),Evening,Technological Specialization Course,160.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,160.0,0,0,0,1,Female,0,24,0,3,10,16,3,11.666666666666666,0,3,10,24,6,11.833333333333334,0,9.4,-0.8,-3.12,0,1,0.38
Single,1st Phase - General Contingent,5,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,126.0,Portuguese,8th Year of Schooling,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Student,Specialists in Intellectual and Scientific Activities,121.5,1,0,0,1,Female,0,18,0,0,6,8,6,11.333333333333334,0,0,6,6,6,11.666666666666666,0,7.6,2.6,0.32,1,1,0.10515384615384615
Single,1st Phase - General Contingent,3,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,138.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,135.9,1,0,0,1,Female,0,18,0,0,6,7,6,14.857142857142858,0,0,6,6,6,14.666666666666666,0,13.9,-0.3,0.79,1,1,0.04575
Single,1st Phase - General Contingent,1,Equinculture,Daytime,Secondary Education - 12th Year of Schooling or Eq.,164.0,Portuguese,Unknown,Secondary Education - 12th Year of Schooling or Eq.,Student,Student,163.0,0,0,0,1,Female,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,0,0,0.5
Divorced,Over 23 Years Old,1,Social Service (Evening Attendance),Evening,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Unknown,Unknown,Student,Student,100.0,0,0,0,1,Female,0,48,0,0,6,11,1,10.0,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,0,0,0.7
Single,2nd Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,158.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,151.4,1,0,0,0,Female,0,19,0,6,12,12,12,13.0,0,4,11,14,11,13.25,0,8.9,1.4,3.51,1,1,0.34
Single,1st Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,143.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",138.8,0,0,0,0,Male,0,18,0,0,5,9,3,11.333333333333334,0,0,5,8,2,13.5,0,8.9,1.4,3.51,1,0,0.91
Single,Over 23 Years Old,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,100.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Administrative Staff,120.0,0,0,0,1,Male,0,26,0,0,5,7,3,11.333333333333334,0,0,5,7,3,13.666666666666666,0,9.4,-0.8,-3.12,0,0,0.675
Single,1st Phase - Special Contingent (Madeira Island),4,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,109.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Intermediate Level Technicians and Professions,137.0,1,0,0,1,Female,1,18,0,0,6,7,6,12.666666666666666,0,0,6,8,5,12.8,0,10.8,1.4,1.74,1,0,0.735
Single,Change of Course,1,Management (Evening Attendance),Evening,Higher Education - Bachelor's Degree,110.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,112.9,0,0,0,1,Female,0,38,0,14,15,16,14,10.928571428571429,0,12,14,16,12,11.833333333333334,0,9.4,-0.8,-3.12,0,1,0.41
Single,1st Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,150.0,Portuguese,Unknown,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Student,Administrative Staff,152.8,1,0,0,1,Male,1,18,0,0,5,7,4,12.75,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0,0,0.955
Single,1st Phase - General Contingent,1,Equinculture,Daytime,Secondary Education - 12th Year of Schooling or Eq.,151.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Administrative Staff,151.0,1,0,0,1,Female,0,18,0,0,6,11,6,14.444444444444445,0,0,6,6,6,13.333333333333334,0,16.2,0.3,-0.92,1,1,0.13
Single,2nd Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,135.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,129.2,0,0,0,1,Female,1,18,0,0,7,7,7,14.145714285714286,0,0,8,9,8,13.627777777777778,0,11.1,0.6,2.02,1,1,0.031047619047619043
Single,1st Phase - General Contingent,3,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,121.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,116.1,0,0,0,1,Female,1,18,0,0,6,6,6,13.166666666666666,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,1,1,0.0553125
Single,1st Phase - General Contingent,1,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,132.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,120.1,1,0,0,1,Male,1,20,0,0,6,7,6,13.571428571428571,0,0,6,8,6,13.166666666666666,0,8.9,1.4,3.51,1,1,0.2563610950453056
Single,1st Phase - General Contingent,4,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,126.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,123.6,1,0,0,1,Male,0,18,0,0,5,6,5,12.4,0,0,5,9,3,13.0,0,8.9,1.4,3.51,0,0,0.6272222222222222
Single,Change of Course,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,162.0,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Administrative Staff,162.0,0,0,0,1,Female,0,19,0,0,6,7,6,15.0,0,0,6,8,6,15.625,0,12.4,0.5,1.79,1,1,0.19
